COUNTRY,Lat,Long
USA,0.1958665674,-1.11094270428
Canada,0.7650170409,-1.02877581582
UK,0.4910541909,0.08254019622
Austria,0.39766518645,0.23496743766
Australia,-2.1035927787,1.68155264754
Belgium,0.2539897941,0.1406582397
